orderNumber,orderDate,requiredDate,status,customerNumber,amount,paymentMethod
2625,2024-07-01,2024-07-01,Processing,716,6171.67,Bank Transfer
2626,2024-09-05,2024-09-05,Cancelled,533,381.02,Cash
2627,2024-07-10,2024-07-10,Processing,44,732.29,PayPal
2628,2024-02-29,2024-02-29,Shipped,566,7244.77,Bank Transfer
2629,2024-02-25,2024-02-25,Shipped,187,5900.03,Bank Transfer
2630,2024-09-27,2024-09-27,Shipped,877,1093.26,Cash
2631,2024-11-22,2024-11-22,Shipped,696,3624.64,PayPal
2632,2024-02-14,2024-02-14,Cancelled,906,3751.95,Credit Card
2633,2024-09-01,2024-09-01,Processing,576,5862.22,PayPal
2634,2024-07-15,2024-07-15,Processing,203,1241.8,Cash
2635,2024-08-16,2024-08-16,Cancelled,110,3473.22,Bank Transfer
2636,2024-11-13,2024-11-13,Processing,775,8191.99,Credit Card
2637,2024-10-09,2024-10-09,Processing,812,4615.42,Bank Transfer
2638,2024-03-07,2024-03-07,Cancelled,300,5097.23,Credit Card
2639,2024-10-11,2024-10-11,Processing,180,1357.86,Cash
2640,2024-04-18,2024-04-18,Cancelled,922,1989.53,Cash
2641,2024-05-16,2024-05-16,On Hold,365,8450.98,Cash
2642,2024-03-16,2024-03-16,Processing,546,4924.56,Bank Transfer
2643,2024-10-14,2024-10-14,Shipped,497,7656.53,PayPal
2644,2024-11-22,2024-11-22,Cancelled,669,1893.84,PayPal
2645,2024-04-29,2024-04-29,Shipped,21,6043.31,Cash
2646,2024-02-02,2024-02-02,Cancelled,25,2377.33,Cash
2647,2024-07-20,2024-07-20,Processing,774,9211.3,Credit Card
2648,2024-10-20,2024-10-20,On Hold,989,3317.58,PayPal
2649,2024-09-12,2024-09-12,Cancelled,940,7517.19,Bank Transfer
2650,2024-07-26,2024-07-26,On Hold,158,366.52,PayPal
2651,2024-09-04,2024-09-04,On Hold,868,4942.55,Credit Card
2652,2024-05-21,2024-05-21,Cancelled,304,3399.34,Credit Card
2653,2024-10-31,2024-10-31,On Hold,689,9166.72,Bank Transfer
2654,2024-10-30,2024-10-30,Cancelled,827,3431.43,Cash
2655,2024-08-04,2024-08-04,Cancelled,152,678.69,PayPal
2656,2024-01-28,2024-01-28,Cancelled,578,1457.1,Credit Card
2657,2024-10-16,2024-10-16,On Hold,586,8243.52,Credit Card
2658,2024-01-07,2024-01-07,Cancelled,446,7931.31,Cash
2659,2024-07-18,2024-07-18,On Hold,758,3820.16,Credit Card
2660,2024-04-18,2024-04-18,Shipped,435,3341.37,Bank Transfer
2661,2024-01-23,2024-01-23,On Hold,758,6219.18,PayPal
2662,2024-09-28,2024-09-28,Shipped,107,7734.03,Cash
2663,2024-08-14,2024-08-14,On Hold,333,3201.29,Bank Transfer
2664,2024-06-20,2024-06-20,Cancelled,687,4675.48,PayPal
2665,2024-11-17,2024-11-17,Processing,853,694.4,Credit Card
2666,2024-04-05,2024-04-05,Processing,67,5518.39,PayPal
2667,2024-09-30,2024-09-30,Cancelled,43,4841.88,Credit Card
2668,2024-11-05,2024-11-05,Cancelled,137,7117.33,PayPal
2669,2024-07-26,2024-07-26,On Hold,337,8978.64,Credit Card
2670,2024-10-25,2024-10-25,Processing,208,9134.44,PayPal
2671,2024-10-28,2024-10-28,Shipped,814,9536.55,PayPal
2672,2024-10-01,2024-10-01,Shipped,597,8676.02,Cash
2673,2024-05-03,2024-05-03,Processing,913,9954.79,Credit Card
2674,2024-01-09,2024-01-09,Shipped,929,4441.4,Credit Card
2675,2024-10-07,2024-10-07,Processing,304,4457.98,Cash
2676,2024-11-14,2024-11-14,On Hold,976,2192.32,Credit Card
2677,2024-08-13,2024-08-13,On Hold,914,2250.3,PayPal
2678,2024-02-17,2024-02-17,Cancelled,730,4799.35,Cash
2679,2024-07-03,2024-07-03,Cancelled,659,1475.91,PayPal
2680,2024-04-04,2024-04-04,On Hold,729,9149.15,PayPal
2681,2024-04-05,2024-04-05,On Hold,17,1577.16,Credit Card
2682,2024-10-28,2024-10-28,On Hold,852,9398.76,Cash
2683,2024-10-27,2024-10-27,Processing,288,7421.28,Credit Card
2684,2024-06-07,2024-06-07,Cancelled,636,2605.51,Cash
2685,2024-04-30,2024-04-30,Shipped,349,4020.78,PayPal
2686,2024-08-03,2024-08-03,Processing,710,2700.2,Credit Card
2687,2024-09-06,2024-09-06,Cancelled,522,7477.48,Credit Card
2688,2024-09-08,2024-09-08,On Hold,56,3537.25,Credit Card
2689,2024-03-13,2024-03-13,Shipped,787,707.63,Cash
2690,2024-06-02,2024-06-02,On Hold,776,754.99,Credit Card
2691,2024-05-08,2024-05-08,On Hold,812,139.29,PayPal
2692,2024-11-07,2024-11-07,Processing,494,7773.63,Cash
2693,2024-04-23,2024-04-23,Cancelled,782,7160.7,Credit Card
2694,2024-05-06,2024-05-06,Processing,685,6222.17,Cash
2695,2024-03-13,2024-03-13,On Hold,403,1188.98,Credit Card
2696,2024-11-24,2024-11-24,Shipped,300,9438.65,Credit Card
2697,2024-08-15,2024-08-15,On Hold,120,7873.15,Bank Transfer
2698,2024-08-03,2024-08-03,Cancelled,4,7369.07,Cash
2699,2024-03-07,2024-03-07,Shipped,643,6504.24,Cash
2700,2024-06-23,2024-06-23,On Hold,529,128.35,Cash
2701,2024-03-02,2024-03-02,Shipped,496,6641.75,Credit Card
2702,2024-03-02,2024-03-02,Processing,604,627.74,Credit Card
2703,2024-05-18,2024-05-18,On Hold,3,7392.14,Credit Card
2704,2024-08-12,2024-08-12,Cancelled,930,2751.28,Credit Card
2705,2024-06-22,2024-06-22,Cancelled,380,8251.22,Bank Transfer
2706,2024-08-23,2024-08-23,Shipped,697,875.68,Cash
2707,2024-10-03,2024-10-03,Cancelled,444,8708.8,Bank Transfer
2708,2024-09-11,2024-09-11,Cancelled,116,5027.56,Cash
2709,2024-05-18,2024-05-18,Shipped,250,6466.68,PayPal
2710,2024-02-01,2024-02-01,Processing,620,2076.43,PayPal
2711,2024-02-20,2024-02-20,Processing,168,9231.12,Cash
2712,2024-11-14,2024-11-14,Processing,700,4690.01,Bank Transfer
2713,2024-02-18,2024-02-18,Cancelled,41,3758.42,PayPal
2714,2024-06-24,2024-06-24,On Hold,430,7190.31,PayPal
2715,2024-07-26,2024-07-26,On Hold,112,9628.26,Cash
2716,2024-03-21,2024-03-21,Processing,769,2683.81,Cash
2717,2024-07-10,2024-07-10,Shipped,866,4523.17,Cash
2718,2024-02-23,2024-02-23,On Hold,678,9300.52,PayPal
2719,2024-08-01,2024-08-01,Cancelled,997,8337.13,Credit Card
2720,2024-03-28,2024-03-28,Cancelled,948,6858.25,Bank Transfer
2721,2024-01-24,2024-01-24,On Hold,296,6520.27,Credit Card
2722,2024-08-02,2024-08-02,Cancelled,930,8011.58,PayPal
2723,2024-09-21,2024-09-21,Processing,285,9348.8,Cash
2724,2024-11-03,2024-11-03,Cancelled,21,9684.2,Bank Transfer
2725,2024-04-26,2024-04-26,Shipped,263,3419.41,PayPal
2726,2024-07-28,2024-07-28,Shipped,389,381.88,Bank Transfer
2727,2024-05-19,2024-05-19,On Hold,392,1410.92,Cash
2728,2024-09-12,2024-09-12,Processing,763,8064.12,Cash
2729,2024-08-04,2024-08-04,Processing,127,3160.12,PayPal
2730,2024-10-05,2024-10-05,Processing,446,791.43,Bank Transfer
2731,2024-04-28,2024-04-28,On Hold,9,2560.0,Credit Card
2732,2024-10-29,2024-10-29,Shipped,121,4960.78,Bank Transfer
2733,2024-07-10,2024-07-10,Shipped,430,195.71,Cash
2734,2024-07-03,2024-07-03,Processing,498,510.71,PayPal
2735,2024-01-02,2024-01-02,Cancelled,649,4265.53,Credit Card
2736,2024-03-08,2024-03-08,Cancelled,875,2347.98,Bank Transfer
2737,2024-02-07,2024-02-07,On Hold,690,4669.46,Credit Card
2738,2024-06-11,2024-06-11,On Hold,421,2943.58,Credit Card
2739,2024-03-23,2024-03-23,Cancelled,570,819.03,Cash
2740,2024-05-11,2024-05-11,On Hold,12,7055.09,Cash
2741,2024-04-08,2024-04-08,Processing,980,5593.41,Cash
2742,2024-05-22,2024-05-22,On Hold,483,1368.02,Bank Transfer
2743,2024-03-05,2024-03-05,Processing,417,3760.35,PayPal
2744,2024-04-27,2024-04-27,Cancelled,700,7206.83,Credit Card
2745,2024-03-10,2024-03-10,Shipped,609,7345.26,Cash
2746,2024-08-24,2024-08-24,Cancelled,638,3557.38,Cash
2747,2024-02-16,2024-02-16,Shipped,879,1168.19,Cash
2748,2024-11-01,2024-11-01,Cancelled,2,8481.88,Bank Transfer
2749,2024-10-09,2024-10-09,Processing,578,3677.49,Bank Transfer
2750,2024-01-08,2024-01-08,Shipped,864,2942.17,PayPal
2751,2024-06-25,2024-06-25,Processing,682,1159.98,Cash
2752,2024-06-03,2024-06-03,Shipped,77,4575.38,Credit Card
2753,2024-06-27,2024-06-27,Shipped,121,132.35,Cash
2754,2024-10-01,2024-10-01,Processing,662,4718.43,Bank Transfer
2755,2024-01-31,2024-01-31,Shipped,50,4740.77,PayPal
2756,2024-01-09,2024-01-09,Processing,562,4926.59,Credit Card
2757,2024-11-16,2024-11-16,On Hold,571,5243.33,PayPal
2758,2024-05-12,2024-05-12,Cancelled,437,395.36,Credit Card
2759,2024-09-09,2024-09-09,Processing,81,8897.2,Bank Transfer
2760,2024-04-07,2024-04-07,Shipped,967,8852.16,PayPal
2761,2024-07-02,2024-07-02,Processing,872,4770.21,PayPal
2762,2024-01-13,2024-01-13,On Hold,505,739.65,Cash
2763,2024-06-11,2024-06-11,On Hold,836,9366.24,Credit Card
2764,2024-11-10,2024-11-10,Shipped,843,6501.66,Cash
2765,2024-06-05,2024-06-05,Processing,281,6633.95,Bank Transfer
2766,2024-04-24,2024-04-24,On Hold,547,8416.19,Credit Card
2767,2024-09-16,2024-09-16,Shipped,806,3790.67,Cash
2768,2024-07-03,2024-07-03,Processing,256,8110.03,PayPal
2769,2024-02-10,2024-02-10,Cancelled,498,2063.7,Credit Card
2770,2024-07-07,2024-07-07,Shipped,638,725.02,Bank Transfer
2771,2024-03-07,2024-03-07,Processing,593,3465.16,Cash
2772,2024-07-06,2024-07-06,Shipped,204,7893.71,Cash
2773,2024-05-22,2024-05-22,Processing,948,2005.2,Bank Transfer
2774,2024-09-29,2024-09-29,On Hold,307,1015.84,Cash
2775,2024-01-03,2024-01-03,On Hold,40,9092.04,Bank Transfer
2776,2024-07-03,2024-07-03,On Hold,76,813.29,Bank Transfer
2777,2024-06-20,2024-06-20,Shipped,378,7812.25,Cash
2778,2024-11-12,2024-11-12,Processing,976,191.01,Bank Transfer
2779,2024-07-26,2024-07-26,Processing,959,890.52,Credit Card
2780,2024-02-06,2024-02-06,Shipped,639,5303.61,Bank Transfer
2781,2024-04-30,2024-04-30,Processing,436,3615.65,Cash
2782,2024-05-16,2024-05-16,Processing,775,6788.35,Cash
2783,2024-05-23,2024-05-23,On Hold,593,2169.21,Cash
2784,2024-10-09,2024-10-09,On Hold,583,6614.91,Credit Card
2785,2024-06-07,2024-06-07,Shipped,315,1507.64,PayPal
2786,2024-01-04,2024-01-04,On Hold,540,7826.54,Cash
2787,2024-03-14,2024-03-14,Processing,232,5129.88,Cash
2788,2024-01-19,2024-01-19,Processing,744,3019.42,Bank Transfer
2789,2024-06-28,2024-06-28,Shipped,272,2031.03,Credit Card
2790,2024-07-06,2024-07-06,Cancelled,200,2422.49,Cash
2791,2024-01-21,2024-01-21,On Hold,307,3779.48,Cash
2792,2024-08-12,2024-08-12,On Hold,791,4882.08,Cash
2793,2024-11-03,2024-11-03,Shipped,724,8726.62,PayPal
2794,2024-01-29,2024-01-29,Shipped,67,186.45,Cash
2795,2024-02-16,2024-02-16,Shipped,59,8059.97,Credit Card
2796,2024-08-01,2024-08-01,Processing,148,465.77,Bank Transfer
2797,2024-04-11,2024-04-11,Shipped,205,9692.97,Credit Card
2798,2024-10-26,2024-10-26,Cancelled,987,8869.0,Bank Transfer
2799,2024-10-05,2024-10-05,Shipped,510,1112.94,Cash
2800,2024-11-25,2024-11-25,Processing,993,2294.51,Credit Card
2801,2024-10-22,2024-10-22,On Hold,220,2454.1,PayPal
2802,2024-06-22,2024-06-22,Cancelled,341,6504.2,Cash
2803,2024-02-10,2024-02-10,Cancelled,24,4520.45,Cash
2804,2024-02-17,2024-02-17,Cancelled,335,1209.75,Cash
2805,2024-07-31,2024-07-31,Cancelled,127,2379.36,Bank Transfer
2806,2024-07-21,2024-07-21,Cancelled,598,3028.18,PayPal
2807,2024-04-24,2024-04-24,Shipped,868,790.92,Cash
2808,2024-03-30,2024-03-30,Processing,777,6075.51,PayPal
2809,2024-10-18,2024-10-18,Processing,332,7166.87,Bank Transfer
2810,2024-06-09,2024-06-09,On Hold,973,3249.99,Bank Transfer
2811,2024-10-02,2024-10-02,On Hold,48,7785.78,Cash
2812,2024-03-02,2024-03-02,Shipped,722,9478.25,Bank Transfer
2813,2024-08-05,2024-08-05,Cancelled,449,7969.75,Credit Card
2814,2024-07-31,2024-07-31,Shipped,940,6701.26,Cash
2815,2024-07-17,2024-07-17,Processing,651,2668.74,Cash
2816,2024-11-20,2024-11-20,On Hold,631,6901.82,PayPal
2817,2024-07-30,2024-07-30,Cancelled,745,9250.34,PayPal
2818,2024-06-15,2024-06-15,Processing,248,6712.19,Cash
2819,2024-07-23,2024-07-23,Shipped,379,9034.26,Bank Transfer
2820,2024-02-27,2024-02-27,Shipped,990,9889.82,PayPal
2821,2024-05-24,2024-05-24,On Hold,888,9709.81,PayPal
2822,2024-06-10,2024-06-10,Processing,864,3143.41,Cash
2823,2024-11-09,2024-11-09,Processing,264,1619.67,Cash
2824,2024-01-01,2024-01-01,Shipped,57,9532.97,Credit Card
2825,2024-11-06,2024-11-06,Processing,687,1440.74,Bank Transfer
2826,2024-05-08,2024-05-08,Cancelled,548,5578.82,Cash
2827,2024-08-03,2024-08-03,Cancelled,725,8469.0,Cash
2828,2024-09-04,2024-09-04,Processing,679,2149.17,Bank Transfer
2829,2024-02-03,2024-02-03,Shipped,932,4164.72,Bank Transfer
2830,2024-01-23,2024-01-23,Shipped,632,9141.0,PayPal
2831,2024-08-07,2024-08-07,Processing,765,1409.88,Cash
2832,2024-02-09,2024-02-09,Shipped,117,5946.24,Cash
2833,2024-10-06,2024-10-06,Cancelled,594,7119.78,Cash
2834,2024-08-11,2024-08-11,On Hold,12,5743.32,Bank Transfer
2835,2024-03-11,2024-03-11,On Hold,777,2231.19,Bank Transfer
2836,2024-02-15,2024-02-15,Cancelled,701,9911.82,Cash
2837,2024-07-02,2024-07-02,Processing,689,7547.53,PayPal
2838,2024-06-23,2024-06-23,Processing,711,5907.13,Bank Transfer
2839,2024-06-12,2024-06-12,On Hold,891,6109.07,Cash
2840,2024-07-21,2024-07-21,Shipped,146,4134.96,Bank Transfer
2841,2024-03-01,2024-03-01,On Hold,43,5740.96,PayPal
2842,2024-02-17,2024-02-17,Cancelled,476,9101.9,PayPal
2843,2024-05-09,2024-05-09,Shipped,387,9838.89,Bank Transfer
2844,2024-01-01,2024-01-01,Shipped,141,7664.56,PayPal
2845,2024-04-14,2024-04-14,Processing,388,9631.4,Bank Transfer
2846,2024-04-07,2024-04-07,Cancelled,922,4179.96,Cash
2847,2024-09-05,2024-09-05,On Hold,121,5175.71,Bank Transfer
2848,2024-08-26,2024-08-26,Processing,874,2122.09,Cash
2849,2024-08-30,2024-08-30,Shipped,212,1071.65,PayPal
2850,2024-01-04,2024-01-04,On Hold,9,3310.54,Credit Card
2851,2024-06-06,2024-06-06,On Hold,910,8693.57,Bank Transfer
2852,2024-08-11,2024-08-11,On Hold,434,568.95,Credit Card
2853,2024-09-16,2024-09-16,Processing,489,6893.36,Cash
2854,2024-07-19,2024-07-19,On Hold,277,4746.64,PayPal
2855,2024-06-15,2024-06-15,On Hold,660,9233.0,Bank Transfer
2856,2024-06-02,2024-06-02,On Hold,500,1797.23,Cash
2857,2024-01-16,2024-01-16,Processing,50,5458.4,PayPal
2858,2024-03-12,2024-03-12,On Hold,326,2332.89,Cash
2859,2024-11-17,2024-11-17,Processing,129,4862.05,Bank Transfer
2860,2024-10-20,2024-10-20,Shipped,685,7076.89,Cash
2861,2024-07-19,2024-07-19,Processing,714,2544.37,PayPal
2862,2024-01-01,2024-01-01,On Hold,34,1649.76,PayPal
2863,2024-09-14,2024-09-14,Processing,89,1958.81,Cash
2864,2024-09-13,2024-09-13,Shipped,46,4042.11,Credit Card
2865,2024-03-23,2024-03-23,Cancelled,757,1807.92,Cash
2866,2024-03-12,2024-03-12,Shipped,754,9804.29,PayPal
2867,2024-10-01,2024-10-01,Shipped,949,9877.8,Bank Transfer
2868,2024-02-18,2024-02-18,Processing,882,6821.55,Credit Card
2869,2024-09-17,2024-09-17,Cancelled,660,5438.57,PayPal
2870,2024-03-27,2024-03-27,Shipped,39,7435.39,Cash
2871,2024-11-02,2024-11-02,On Hold,425,3913.11,PayPal
2872,2024-01-15,2024-01-15,Processing,255,7892.96,PayPal
2873,2024-08-22,2024-08-22,On Hold,483,4539.39,Bank Transfer
2874,2024-07-20,2024-07-20,Cancelled,512,1115.67,Credit Card
2875,2024-02-13,2024-02-13,Processing,568,6068.7,Credit Card
2876,2024-01-28,2024-01-28,On Hold,381,9482.01,PayPal
2877,2024-01-08,2024-01-08,Shipped,298,6695.87,Credit Card
2878,2024-11-03,2024-11-03,Shipped,368,6326.15,Cash
2879,2024-11-24,2024-11-24,Processing,251,1239.66,Cash
2880,2024-04-21,2024-04-21,Processing,734,7246.75,Credit Card
2881,2024-10-31,2024-10-31,Cancelled,986,7521.18,PayPal
2882,2024-10-30,2024-10-30,On Hold,527,2238.44,Bank Transfer
2883,2024-01-24,2024-01-24,Cancelled,700,4494.93,PayPal
2884,2024-02-10,2024-02-10,Cancelled,592,1141.4,Cash
2885,2024-08-11,2024-08-11,On Hold,604,7611.85,Credit Card
2886,2024-10-04,2024-10-04,Cancelled,969,9873.53,Cash
2887,2024-06-01,2024-06-01,On Hold,70,6806.76,Credit Card
2888,2024-08-27,2024-08-27,Shipped,727,5277.91,PayPal
2889,2024-05-14,2024-05-14,On Hold,861,2833.07,Cash
2890,2024-05-02,2024-05-02,Processing,347,7776.01,Credit Card
2891,2024-05-14,2024-05-14,Shipped,180,4452.86,PayPal
2892,2024-05-01,2024-05-01,Cancelled,672,2356.12,Bank Transfer
2893,2024-05-10,2024-05-10,On Hold,613,8596.19,PayPal
2894,2024-01-17,2024-01-17,Shipped,737,2685.49,PayPal
2895,2024-02-22,2024-02-22,On Hold,297,8131.0,Credit Card
2896,2024-09-18,2024-09-18,Shipped,224,7241.74,Credit Card
2897,2024-02-16,2024-02-16,Shipped,745,8928.98,Bank Transfer
2898,2024-01-03,2024-01-03,On Hold,14,7892.85,Cash
2899,2024-11-03,2024-11-03,Processing,976,4657.78,Bank Transfer
2900,2024-10-17,2024-10-17,On Hold,31,8837.37,PayPal
2901,2024-09-07,2024-09-07,Cancelled,40,7318.74,Bank Transfer
2902,2024-06-08,2024-06-08,On Hold,86,3171.85,PayPal
2903,2024-10-28,2024-10-28,Cancelled,637,7110.07,PayPal
2904,2024-10-22,2024-10-22,Shipped,272,3813.4,PayPal
2905,2024-08-04,2024-08-04,Shipped,449,9874.57,Credit Card
2906,2024-11-22,2024-11-22,Processing,789,270.69,Cash
2907,2024-05-18,2024-05-18,Cancelled,616,9409.9,Bank Transfer
2908,2024-03-12,2024-03-12,Shipped,629,9801.04,Bank Transfer
2909,2024-08-04,2024-08-04,Shipped,761,1853.46,Cash
2910,2024-05-27,2024-05-27,On Hold,686,1325.94,Cash
2911,2024-04-10,2024-04-10,Cancelled,140,5583.06,PayPal
2912,2024-06-23,2024-06-23,Shipped,682,6099.8,Bank Transfer
2913,2024-04-09,2024-04-09,Shipped,216,5095.04,Bank Transfer
2914,2024-04-20,2024-04-20,Cancelled,865,7318.97,PayPal
2915,2024-10-20,2024-10-20,Cancelled,634,944.87,PayPal
2916,2024-11-07,2024-11-07,Shipped,87,6487.55,Credit Card
2917,2024-05-25,2024-05-25,Processing,918,638.01,PayPal
2918,2024-05-09,2024-05-09,On Hold,28,8049.21,Credit Card
2919,2024-07-01,2024-07-01,Shipped,872,9745.09,Bank Transfer
2920,2024-07-29,2024-07-29,Processing,97,5000.41,Cash
2921,2024-02-04,2024-02-04,Shipped,423,1707.91,Cash
2922,2024-03-14,2024-03-14,On Hold,437,542.01,Cash
2923,2024-06-06,2024-06-06,Processing,573,6645.72,PayPal
2924,2024-03-24,2024-03-24,Cancelled,851,8534.0,Cash
2925,2024-09-06,2024-09-06,On Hold,92,4909.96,Cash
2926,2024-05-24,2024-05-24,Cancelled,581,672.88,PayPal
2927,2024-01-27,2024-01-27,Processing,868,799.51,Cash
2928,2024-06-03,2024-06-03,Processing,734,4937.71,PayPal
2929,2024-02-04,2024-02-04,Shipped,446,2324.72,PayPal
2930,2024-07-07,2024-07-07,Processing,578,6750.72,PayPal
2931,2024-08-10,2024-08-10,Shipped,140,1754.04,Cash
2932,2024-07-25,2024-07-25,Shipped,674,8986.05,Credit Card
2933,2024-02-16,2024-02-16,On Hold,519,3968.31,PayPal
2934,2024-03-24,2024-03-24,On Hold,236,9672.54,Cash
2935,2024-11-12,2024-11-12,Cancelled,687,3724.15,Bank Transfer
2936,2024-07-10,2024-07-10,Processing,448,7970.27,PayPal
2937,2024-08-19,2024-08-19,Shipped,313,5179.26,PayPal
2938,2024-05-30,2024-05-30,On Hold,410,8134.69,Cash
2939,2024-02-28,2024-02-28,Shipped,380,6603.12,Cash
2940,2024-10-21,2024-10-21,Cancelled,526,2497.21,Credit Card
2941,2024-09-10,2024-09-10,Processing,867,3268.5,Cash
2942,2024-01-08,2024-01-08,Shipped,131,5392.63,Credit Card
2943,2024-11-21,2024-11-21,Processing,565,1433.45,Bank Transfer
2944,2024-03-13,2024-03-13,Processing,937,1693.0,PayPal
2945,2024-08-20,2024-08-20,Cancelled,68,1624.73,Cash
2946,2024-03-28,2024-03-28,Shipped,51,4349.42,Bank Transfer
2947,2024-05-24,2024-05-24,On Hold,981,1128.09,Bank Transfer
2948,2024-07-15,2024-07-15,Shipped,493,7999.96,Cash
2949,2024-05-18,2024-05-18,Cancelled,841,1754.62,Bank Transfer
2950,2024-02-13,2024-02-13,On Hold,40,6860.11,PayPal
2951,2024-07-18,2024-07-18,On Hold,237,8080.38,Cash
2952,2024-07-12,2024-07-12,Cancelled,370,8213.42,PayPal
2953,2024-08-16,2024-08-16,Shipped,774,7981.27,PayPal
2954,2024-05-25,2024-05-25,Processing,189,3627.07,PayPal
2955,2024-04-22,2024-04-22,Shipped,461,7487.96,PayPal
2956,2024-03-04,2024-03-04,Shipped,567,6908.05,Cash
2957,2024-06-05,2024-06-05,Shipped,330,4419.11,Cash
2958,2024-11-19,2024-11-19,On Hold,734,3208.71,Cash
2959,2024-06-10,2024-06-10,On Hold,119,2477.59,Credit Card
2960,2024-08-24,2024-08-24,Cancelled,630,3448.95,PayPal
2961,2024-01-16,2024-01-16,Processing,441,9452.08,Bank Transfer
2962,2024-06-07,2024-06-07,On Hold,507,1971.01,Cash
2963,2024-09-21,2024-09-21,On Hold,631,7268.33,Cash
2964,2024-09-04,2024-09-04,Processing,735,9137.0,PayPal
2965,2024-01-17,2024-01-17,Shipped,765,9615.83,Cash
2966,2024-06-16,2024-06-16,Shipped,578,1078.28,Bank Transfer
2967,2024-03-04,2024-03-04,On Hold,201,3535.39,Cash
2968,2024-04-15,2024-04-15,Processing,437,1593.03,Bank Transfer
2969,2024-02-12,2024-02-12,Cancelled,139,678.29,Cash
2970,2024-01-02,2024-01-02,Shipped,130,734.37,Credit Card
2971,2024-05-14,2024-05-14,Shipped,293,8996.54,Cash
2972,2024-10-20,2024-10-20,On Hold,752,1788.58,Credit Card
2973,2024-05-02,2024-05-02,Cancelled,346,4273.04,Cash
2974,2024-10-17,2024-10-17,Cancelled,467,9775.16,Bank Transfer
2975,2024-02-18,2024-02-18,On Hold,1,9831.3,PayPal
2976,2024-01-22,2024-01-22,On Hold,483,8156.77,PayPal
2977,2024-06-06,2024-06-06,Processing,195,2869.79,Cash
2978,2024-02-20,2024-02-20,On Hold,397,6071.0,PayPal
2979,2024-07-19,2024-07-19,On Hold,312,2327.26,Bank Transfer
2980,2024-02-03,2024-02-03,Processing,781,4098.11,PayPal
2981,2024-02-01,2024-02-01,Shipped,559,4428.05,Cash
2982,2024-10-18,2024-10-18,Cancelled,124,7539.72,PayPal
2983,2024-03-30,2024-03-30,Processing,824,5050.32,Bank Transfer
2984,2024-10-12,2024-10-12,Processing,357,521.76,Bank Transfer
2985,2024-06-04,2024-06-04,On Hold,99,673.89,Bank Transfer
2986,2024-01-01,2024-01-01,Processing,372,6151.74,Credit Card
2987,2024-03-08,2024-03-08,Processing,157,1040.93,Bank Transfer
2988,2024-03-22,2024-03-22,Shipped,782,414.34,Cash
2989,2024-04-13,2024-04-13,Cancelled,601,4404.75,Cash
2990,2024-11-23,2024-11-23,Cancelled,484,8845.16,Bank Transfer
2991,2024-08-29,2024-08-29,Processing,877,3022.15,Cash
2992,2024-05-12,2024-05-12,On Hold,802,4567.75,Cash
2993,2024-05-30,2024-05-30,On Hold,290,181.57,Credit Card
2994,2024-04-18,2024-04-18,Shipped,16,8571.48,PayPal
2995,2024-10-29,2024-10-29,Processing,311,6376.68,Cash
2996,2024-06-20,2024-06-20,On Hold,798,4116.67,PayPal
2997,2024-05-30,2024-05-30,Processing,73,5687.92,Credit Card
2998,2024-02-25,2024-02-25,Shipped,173,7499.17,Credit Card
